src_port,dst_port,ip_version,protocol,duration,packet_count,total_bytes,avg_packet_size,packets_per_sec,syn_count,ack_count,fin_count,rst_count,label
51602,123,4,UDP,0.046,2,180,90.0,43.39,0,0,0,0,0
123,49947,4,UDP,0.034,2,180,90.0,58.67,0,0,0,0,0
123,48165,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
123,34216,4,UDP,0.059,2,180,90.0,34.09,0,0,0,0,0
123,51543,4,UDP,0.045,2,180,90.0,44.3,0,0,0,0,0
34295,123,4,UDP,0.049,2,180,90.0,40.81,0,0,0,0,0
123,52013,4,UDP,0.102,2,180,90.0,19.53,0,0,0,0,0
35935,123,4,UDP,0.051,2,180,90.0,39.49,0,0,0,0,0
123,56953,4,UDP,0.044,2,180,90.0,45.14,0,0,0,0,0
123,53181,4,UDP,0.047,2,180,90.0,42.14,0,0,0,0,0
123,55586,4,UDP,0.086,2,180,90.0,23.38,0,0,0,0,0
45173,123,4,UDP,0.043,2,180,90.0,46.51,0,0,0,0,0
53,56946,6,UDP,0.039,2,502,251.0,51.21,0,0,0,0,0
53,50979,6,UDP,0.045,2,358,179.0,44.09,0,0,0,0,0
53,35633,6,UDP,0.043,2,484,242.0,46.54,0,0,0,0,0
53,33079,6,UDP,0.038,2,340,170.0,53.03,0,0,0,0,0
53,56051,6,UDP,0.053,2,297,148.5,38.02,0,0,0,0,0
53,45643,6,UDP,0.042,2,309,154.5,47.53,0,0,0,0,0
53,33853,6,UDP,0.034,2,336,168.0,59.54,0,0,0,0,0
53,49324,6,UDP,0.024,2,408,204.0,83.01,0,0,0,0,0
34360,80,6,TCP,0.001,1,94,94.0,1000.0,1,0,0,0,0
43504,80,4,TCP,0.812,9,770,85.56,11.08,2,7,1,2,0
34004,80,6,TCP,1.227,11,1234,112.18,8.96,2,9,3,1,0
80,35990,4,TCP,0.164,3,202,67.33,18.24,2,1,0,1,0
68,67,4,UDP,386.24,4,1388,347.0,0.01,0,0,0,0,0
57544,5355,4,UDP,0.337,2,134,67.0,5.94,0,0,0,0,0
0,0,6,OTHER,387.11,11,990,90.0,0.03,0,0,0,0,0
0,0,4,OTHER,387.108,7,420,60.0,0.02,0,0,0,0,0
55459,5355,4,UDP,0.412,2,134,67.0,4.85,0,0,0,0,0
0,0,6,OTHER,386.538,3,258,86.0,0.01,0,0,0,0,0
0,0,6,OTHER,386.547,3,258,86.0,0.01,0,0,0,0,0
0,0,6,OTHER,386.547,3,258,86.0,0.01,0,0,0,0,0
123,58866,4,UDP,0.106,2,180,90.0,18.79,0,0,0,0,0
123,43182,4,UDP,0.035,2,180,90.0,56.51,0,0,0,0,0
59682,123,4,UDP,0.222,2,180,90.0,8.99,0,0,0,0,0
52965,1900,4,UDP,3.025,4,848,212.0,1.32,0,0,0,0,0
52963,1900,4,UDP,3.025,4,848,212.0,1.32,0,0,0,0,0
33620,123,4,UDP,0.179,2,180,90.0,11.19,0,0,0,0,0
37732,123,4,UDP,0.043,2,180,90.0,46.17,0,0,0,0,0
123,48029,4,UDP,0.034,2,180,90.0,58.21,0,0,0,0,0
123,45803,4,UDP,0.105,2,180,90.0,19.09,0,0,0,0,0
123,36724,4,UDP,0.042,2,180,90.0,47.81,0,0,0,0,0
123,50309,4,UDP,0.065,2,180,90.0,30.74,0,0,0,0,0
59234,123,4,UDP,0.05,2,180,90.0,40.34,0,0,0,0,0
123,56004,4,UDP,0.052,2,180,90.0,38.66,0,0,0,0,0
47020,123,4,UDP,0.039,2,180,90.0,50.85,0,0,0,0,0
123,54681,4,UDP,0.043,2,180,90.0,46.89,0,0,0,0,0
123,55396,4,UDP,0.047,2,180,90.0,42.62,0,0,0,0,0
123,43386,4,UDP,0.077,2,180,90.0,25.92,0,0,0,0,0
137,137,4,UDP,305.668,8,736,92.0,0.03,0,0,0,0,0
54370,123,4,UDP,0.042,2,180,90.0,47.22,0,0,0,0,0
138,138,4,UDP,301.661,3,703,234.33,0.01,0,0,0,0,0
53,54789,6,UDP,0.033,2,252,126.0,61.37,0,0,0,0,0
53,49373,6,UDP,0.027,2,264,132.0,75.12,0,0,0,0,0
443,59533,6,UDP,0.17,18,12057,669.83,105.6,0,0,0,0,0
57128,1900,4,UDP,3.004,4,848,212.0,1.33,0,0,0,0,0
57130,1900,4,UDP,3.003,4,848,212.0,1.33,0,0,0,0,0
53,36025,6,UDP,0.053,2,300,150.0,37.39,0,0,0,0,0
53,56994,6,UDP,0.15,2,348,174.0,13.3,0,0,0,0,0
46036,443,6,TCP,171.457,48,14480,301.67,0.28,2,45,2,2,0
53,35184,6,UDP,0.133,2,308,154.0,15.06,0,0,0,0,0
53,50160,6,UDP,0.113,2,320,160.0,17.63,0,0,0,0,0
53,57111,6,UDP,0.002,2,266,133.0,947.87,0,0,0,0,0
53,47458,6,UDP,0.015,2,278,139.0,137.69,0,0,0,0,0
39452,443,6,TCP,171.338,43,11020,256.28,0.25,2,42,2,0,0
39464,443,6,TCP,0.48,23,6002,260.96,47.97,2,19,2,3,0
53,42185,6,UDP,0.003,2,317,158.5,666.4,0,0,0,0,0
53,53869,6,UDP,0.002,2,380,190.0,1202.67,0,0,0,0,0
53,48523,6,UDP,0.001,2,272,136.0,2062.1,0,0,0,0,0
53,54745,6,UDP,0.026,2,282,141.0,77.58,0,0,0,0,0
53,35688,6,UDP,0.024,2,330,165.0,81.86,0,0,0,0,0
47463,443,6,UDP,0.157,11,9680,880.0,70.07,0,0,0,0,0
53,45163,6,UDP,0.038,2,266,133.0,53.2,0,0,0,0,0
53,56243,6,UDP,0.061,2,278,139.0,32.83,0,0,0,0,0
57782,443,6,TCP,0.129,30,10706,356.87,232.45,2,24,2,5,0
46044,443,6,TCP,171.714,43,9082,211.21,0.25,2,40,2,2,0
123,41360,4,UDP,0.107,2,180,90.0,18.69,0,0,0,0,0
123,49729,4,UDP,0.035,2,180,90.0,57.75,0,0,0,0,0
58999,123,4,UDP,0.185,2,180,90.0,10.8,0,0,0,0,0
56967,123,4,UDP,0.216,2,180,90.0,9.28,0,0,0,0,0
123,45382,4,UDP,0.033,2,180,90.0,60.0,0,0,0,0,0
123,57750,4,UDP,0.108,2,180,90.0,18.43,0,0,0,0,0
54401,123,4,UDP,0.044,2,180,90.0,45.55,0,0,0,0,0
123,41076,4,UDP,0.079,2,180,90.0,25.37,0,0,0,0,0
123,45192,4,UDP,0.057,2,180,90.0,34.81,0,0,0,0,0
123,58537,4,UDP,0.081,2,180,90.0,24.64,0,0,0,0,0
54277,123,4,UDP,0.047,2,180,90.0,42.49,0,0,0,0,0
42023,123,4,UDP,0.042,2,180,90.0,47.06,0,0,0,0,0
123,57966,4,UDP,0.195,2,180,90.0,10.24,0,0,0,0,0
123,48649,4,UDP,0.047,2,180,90.0,42.68,0,0,0,0,0
123,54829,4,UDP,0.083,2,180,90.0,24.1,0,0,0,0,0
52315,123,4,UDP,0.044,2,180,90.0,45.44,0,0,0,0,0
53,59627,6,UDP,0.03,2,264,132.0,65.62,0,0,0,0,0
53,42920,6,UDP,0.065,2,276,138.0,30.73,0,0,0,0,0
34760,443,6,TCP,170.285,40,7902,197.55,0.23,2,37,2,2,0
53,47726,6,UDP,0.055,2,256,128.0,36.62,0,0,0,0,0
53,58408,6,UDP,0.052,2,268,134.0,38.46,0,0,0,0,0
34762,443,6,TCP,171.263,58,18150,312.93,0.34,2,54,2,3,0
53,38143,6,UDP,0.02,2,236,118.0,100.54,0,0,0,0,0
53,56111,6,UDP,0.025,2,248,124.0,80.02,0,0,0,0,0
41458,443,6,TCP,170.526,46,9281,201.76,0.27,2,42,2,3,0
53,41380,6,UDP,0.024,2,232,116.0,84.11,0,0,0,0,0
53,45796,6,UDP,0.032,2,300,150.0,61.97,0,0,0,0,0
53,41388,6,UDP,0.032,2,300,150.0,62.08,0,0,0,0,0
53,59658,6,UDP,0.021,2,275,137.5,96.64,0,0,0,0,0
53,54924,6,UDP,0.023,2,296,148.0,86.05,0,0,0,0,0
53,38601,6,UDP,0.026,2,296,148.0,77.94,0,0,0,0,0
53,40993,6,UDP,0.002,2,212,106.0,836.52,0,0,0,0,0
53,35712,6,UDP,0.03,2,277,138.5,65.88,0,0,0,0,0
56177,1900,4,UDP,3.034,4,848,212.0,1.32,0,0,0,0,0
56179,1900,4,UDP,3.029,4,848,212.0,1.32,0,0,0,0,0
123,40679,4,UDP,0.097,2,180,90.0,20.56,0,0,0,0,0
123,59616,4,UDP,0.033,2,180,90.0,60.84,0,0,0,0,0
44782,123,4,UDP,0.178,2,180,90.0,11.24,0,0,0,0,0
46575,123,4,UDP,0.226,2,180,90.0,8.86,0,0,0,0,0
123,56945,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
123,39473,4,UDP,0.18,2,180,90.0,11.1,0,0,0,0,0
47224,123,4,UDP,0.046,2,180,90.0,43.92,0,0,0,0,0
123,50903,4,UDP,0.043,2,180,90.0,46.49,0,0,0,0,0
123,48678,4,UDP,0.058,2,180,90.0,34.42,0,0,0,0,0
123,56022,4,UDP,0.056,2,180,90.0,35.6,0,0,0,0,0
45687,123,4,UDP,0.06,2,180,90.0,33.56,0,0,0,0,0
40705,123,4,UDP,0.09,2,180,90.0,22.13,0,0,0,0,0
123,50563,4,UDP,0.045,2,180,90.0,44.67,0,0,0,0,0
123,53178,4,UDP,0.047,2,180,90.0,42.31,0,0,0,0,0
123,46835,4,UDP,0.077,2,180,90.0,25.88,0,0,0,0,0
49946,123,4,UDP,0.046,2,180,90.0,43.87,0,0,0,0,0
53316,1900,4,UDP,3.006,4,848,212.0,1.33,0,0,0,0,0
53318,1900,4,UDP,3.007,4,848,212.0,1.33,0,0,0,0,0
5353,5353,4,UDP,2.785,8,904,113.0,2.87,0,0,0,0,0
0,0,4,OTHER,21.286,3,180,60.0,0.14,0,0,0,0,0
0,0,6,OTHER,21.75,7,630,90.0,0.32,0,0,0,0,0
58006,1900,4,UDP,0.001,1,143,143.0,1000.0,0,0,0,0,0
0,0,4,OTHER,0.001,1,60,60.0,1000.0,0,0,0,0,0
53,47647,6,UDP,0.023,2,502,251.0,87.69,0,0,0,0,0
53,48614,6,UDP,0.027,2,358,179.0,75.16,0,0,0,0,0
64563,5355,4,UDP,0.407,2,134,67.0,4.92,0,0,0,0,0
60493,1900,4,UDP,2.876,4,848,212.0,1.39,0,0,0,0,0
60495,1900,4,UDP,2.876,4,848,212.0,1.39,0,0,0,0,0
53136,1900,4,UDP,5.998,3,537,179.0,0.5,0,0,0,0,0
123,46539,4,UDP,0.101,2,180,90.0,19.84,0,0,0,0,0
123,55522,4,UDP,0.037,2,180,90.0,53.57,0,0,0,0,0
57485,123,4,UDP,0.183,2,180,90.0,10.93,0,0,0,0,0
37567,123,4,UDP,0.187,2,180,90.0,10.67,0,0,0,0,0
123,42819,4,UDP,0.107,2,180,90.0,18.67,0,0,0,0,0
58637,123,4,UDP,0.041,2,180,90.0,48.77,0,0,0,0,0
123,55523,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
123,57249,4,UDP,0.054,2,180,90.0,37.35,0,0,0,0,0
123,46702,4,UDP,0.06,2,180,90.0,33.12,0,0,0,0,0
123,46884,4,UDP,0.061,2,180,90.0,32.75,0,0,0,0,0
40047,123,4,UDP,0.045,2,180,90.0,44.19,0,0,0,0,0
37383,123,4,UDP,0.286,2,180,90.0,6.99,0,0,0,0,0
123,44453,4,UDP,0.175,2,180,90.0,11.4,0,0,0,0,0
123,41471,4,UDP,0.043,2,180,90.0,46.21,0,0,0,0,0
123,58840,4,UDP,0.075,2,180,90.0,26.55,0,0,0,0,0
52399,123,4,UDP,0.043,2,180,90.0,46.21,0,0,0,0,0
53,51182,6,UDP,0.052,2,303,151.5,38.17,0,0,0,0,0
53,45687,6,UDP,0.039,2,297,148.5,51.45,0,0,0,0,0
53,45746,6,UDP,0.023,2,309,154.5,87.83,0,0,0,0,0
123,41271,4,UDP,0.097,2,180,90.0,20.57,0,0,0,0,0
123,59283,4,UDP,0.027,2,180,90.0,75.33,0,0,0,0,0
59899,123,4,UDP,0.186,2,180,90.0,10.74,0,0,0,0,0
39678,123,4,UDP,0.176,2,180,90.0,11.39,0,0,0,0,0
56614,1900,4,UDP,2.999,4,848,212.0,1.33,0,0,0,0,0
57041,1900,4,UDP,58.832,30,5010,167.0,0.51,0,0,0,0,0
123,35617,4,UDP,0.029,2,180,90.0,69.43,0,0,0,0,0
50364,123,4,UDP,0.044,2,180,90.0,45.4,0,0,0,0,0
123,38802,4,UDP,0.101,2,180,90.0,19.88,0,0,0,0,0
123,57879,4,UDP,0.043,2,180,90.0,46.77,0,0,0,0,0
123,51939,4,UDP,0.057,2,180,90.0,35.22,0,0,0,0,0
123,40435,4,UDP,0.053,2,180,90.0,37.78,0,0,0,0,0
33672,123,4,UDP,0.043,2,180,90.0,47.01,0,0,0,0,0
123,41302,4,UDP,0.044,2,180,90.0,45.23,0,0,0,0,0
57926,123,4,UDP,0.043,2,180,90.0,46.39,0,0,0,0,0
123,53672,4,UDP,0.061,2,180,90.0,32.64,0,0,0,0,0
60198,1900,4,UDP,3.002,4,848,212.0,1.33,0,0,0,0,0
60200,1900,4,UDP,3.002,4,848,212.0,1.33,0,0,0,0,0
123,52787,4,UDP,0.073,2,180,90.0,27.43,0,0,0,0,0
38131,123,4,UDP,0.044,2,180,90.0,45.82,0,0,0,0,0
53,49758,6,UDP,0.031,2,336,168.0,63.75,0,0,0,0,0
53,55532,6,UDP,0.032,2,408,204.0,62.54,0,0,0,0,0
36544,80,4,TCP,0.776,9,770,85.56,11.6,2,7,1,2,0
45130,80,6,TCP,0.586,10,1160,116.0,17.06,2,9,2,0,0
80,42640,4,TCP,0.17,3,202,67.33,17.64,2,1,0,1,0
51885,1900,4,UDP,3.024,4,848,212.0,1.32,0,0,0,0,0
123,45323,4,UDP,0.098,2,180,90.0,20.34,0,0,0,0,0
123,47837,4,UDP,0.036,2,180,90.0,55.45,0,0,0,0,0
47105,123,4,UDP,0.181,2,180,90.0,11.05,0,0,0,0,0
37234,123,4,UDP,0.183,2,180,90.0,10.93,0,0,0,0,0
123,49620,4,UDP,0.052,2,180,90.0,38.41,0,0,0,0,0
56135,123,4,UDP,0.044,2,180,90.0,45.75,0,0,0,0,0
123,57086,4,UDP,0.1,2,180,90.0,19.98,0,0,0,0,0
123,54011,4,UDP,0.06,2,180,90.0,33.28,0,0,0,0,0
123,45722,4,UDP,0.06,2,180,90.0,33.12,0,0,0,0,0
123,40680,4,UDP,0.051,2,180,90.0,39.16,0,0,0,0,0
49097,123,4,UDP,0.042,2,180,90.0,47.28,0,0,0,0,0
123,60774,4,UDP,0.045,2,180,90.0,44.84,0,0,0,0,0
123,51787,4,UDP,0.045,2,180,90.0,44.65,0,0,0,0,0
50907,123,4,UDP,0.045,2,180,90.0,44.34,0,0,0,0,0
123,54106,4,UDP,0.074,2,180,90.0,27.16,0,0,0,0,0
45318,123,4,UDP,0.045,2,180,90.0,44.29,0,0,0,0,0
53,49848,6,UDP,0.01,2,484,242.0,207.15,0,0,0,0,0
51056,443,4,TCP,0.815,28,11294,403.36,34.37,2,27,0,0,0
53,52127,6,UDP,0.03,2,317,158.5,66.95,0,0,0,0,0
53,45749,6,UDP,0.029,2,380,190.0,69.83,0,0,0,0,0
53,35821,6,UDP,0.009,2,272,136.0,231.57,0,0,0,0,0
53,51546,6,UDP,0.017,2,248,124.0,117.49,0,0,0,0,0
53,36675,6,UDP,0.023,2,260,130.0,88.31,0,0,0,0,0
53,35442,6,UDP,0.033,2,289,144.5,60.0,0,0,0,0,0
443,35715,6,UDP,1.097,14,13599,971.36,12.77,0,0,0,0,0
53,49064,6,UDP,0.032,2,300,150.0,62.84,0,0,0,0,0
53,44458,6,UDP,0.037,2,312,156.0,54.27,0,0,0,0,0
53,53259,6,UDP,0.019,2,341,170.5,104.72,0,0,0,0,0
53,33166,6,UDP,0.027,2,305,152.5,74.5,0,0,0,0,0
443,35818,6,UDP,42.078,331,3916345,11831.86,7.87,0,0,0,0,0
53,55939,6,UDP,0.021,2,412,206.0,93.14,0,0,0,0,0
53,34028,6,UDP,0.044,2,316,158.0,45.94,0,0,0,0,0
53,60719,6,UDP,0.022,2,261,130.5,92.11,0,0,0,0,0
443,45790,6,UDP,0.284,17,28086,1652.12,59.94,0,0,0,0,0
443,55094,6,TCP,30.696,23,9614,418.0,0.75,2,22,0,0,0
53,33682,6,UDP,0.032,2,256,128.0,62.5,0,0,0,0,0
53,45018,6,UDP,0.031,2,268,134.0,64.36,0,0,0,0,0
443,59355,6,UDP,0.86,19,14969,787.84,22.1,0,0,0,0,0
53,34401,6,UDP,0.045,2,400,200.0,44.62,0,0,0,0,0
53,47886,6,UDP,0.045,2,320,160.0,44.32,0,0,0,0,0
53,35440,6,UDP,0.041,2,265,132.5,48.87,0,0,0,0,0
443,38921,6,UDP,0.849,88,164112,1864.91,103.7,0,0,0,0,0
443,48620,6,TCP,0.95,33,17497,530.21,34.72,2,32,0,0,0
53,58425,6,UDP,0.001,2,261,130.5,2499.59,0,0,0,0,0
443,35755,6,UDP,0.244,13,17721,1363.15,53.34,0,0,0,0,0
443,59346,6,TCP,20.448,22,10322,469.18,1.08,2,21,0,0,0
5353,5353,4,UDP,0.001,1,146,146.0,1000.0,0,0,0,0,0
53,43410,6,UDP,0.034,2,338,169.0,59.49,0,0,0,0,0
53,33397,6,UDP,0.035,2,434,217.0,57.61,0,0,0,0,0
443,56868,6,UDP,18.832,32,20442,638.81,1.7,0,0,0,0,0
443,47008,6,TCP,0.447,21,8461,402.9,47.02,2,20,0,0,0
53,39953,6,UDP,0.022,2,230,115.0,90.11,0,0,0,0,0
443,52988,6,UDP,0.231,16,14097,881.06,69.28,0,0,0,0,0
53,34666,6,UDP,0.028,2,242,121.0,71.39,0,0,0,0,0
443,42964,6,TCP,0.446,21,8515,405.48,47.1,2,20,0,0,0
51915,1900,4,UDP,2.023,3,636,212.0,1.48,0,0,0,0,0
65460,5355,4,UDP,0.414,2,134,67.0,4.83,0,0,0,0,0
56874,5355,4,UDP,0.414,2,134,67.0,4.83,0,0,0,0,0
123,60917,4,UDP,0.034,2,180,90.0,58.61,0,0,0,0,0
123,56770,4,UDP,0.1,2,180,90.0,20.06,0,0,0,0,0
57271,1900,4,UDP,3.006,4,848,212.0,1.33,0,0,0,0,0
57273,1900,4,UDP,3.004,4,848,212.0,1.33,0,0,0,0,0
56876,1900,4,UDP,2.999,4,848,212.0,1.33,0,0,0,0,0
58097,123,4,UDP,0.318,2,180,90.0,6.28,0,0,0,0,0
57278,123,4,UDP,0.183,2,180,90.0,10.95,0,0,0,0,0
52829,1900,4,UDP,3.019,4,848,212.0,1.32,0,0,0,0,0
123,42733,4,UDP,0.033,2,180,90.0,59.97,0,0,0,0,0
58804,123,4,UDP,0.038,2,180,90.0,52.69,0,0,0,0,0
123,40703,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
123,58357,4,UDP,0.054,2,180,90.0,37.29,0,0,0,0,0
123,37474,4,UDP,0.2,2,180,90.0,9.98,0,0,0,0,0
123,44030,4,UDP,0.054,2,180,90.0,36.77,0,0,0,0,0
123,51341,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
0,0,4,OTHER,84.328,15,810,54.0,0.18,0,0,0,0,0
0,0,4,OTHER,84.958,33,2022,61.27,0.39,0,0,0,0,0
0,0,6,OTHER,84.459,33,4110,124.55,0.39,0,0,0,0,0
0,0,6,OTHER,84.481,21,2310,110.0,0.25,0,0,0,0,0
63957,22,4,TCP,80.997,4269,412699,96.67,52.71,2,4268,0,0,0
0,0,4,OTHER,83.929,15,900,60.0,0.18,0,0,0,0,0
0,0,6,OTHER,83.929,35,3450,98.57,0.42,0,0,0,0,0
48814,123,4,UDP,0.177,2,180,90.0,11.3,0,0,0,0,0
57326,123,4,UDP,0.097,2,180,90.0,20.57,0,0,0,0,0
56190,123,4,UDP,0.064,2,180,90.0,31.09,0,0,0,0,0
44322,123,4,UDP,0.172,2,180,90.0,11.64,0,0,0,0,0
36080,123,4,UDP,0.104,2,180,90.0,19.21,0,0,0,0,0
45642,123,4,UDP,0.03,2,180,90.0,66.86,0,0,0,0,0
52438,123,4,UDP,0.204,2,180,90.0,9.79,0,0,0,0,0
45029,123,4,UDP,0.149,2,180,90.0,13.38,0,0,0,0,0
41481,123,4,UDP,0.13,2,180,90.0,15.44,0,0,0,0,0
45237,123,4,UDP,0.093,2,180,90.0,21.44,0,0,0,0,0
37632,123,4,UDP,0.16,2,180,90.0,12.51,0,0,0,0,0
49638,123,4,UDP,0.187,2,180,90.0,10.71,0,0,0,0,0
37308,123,4,UDP,0.11,2,180,90.0,18.24,0,0,0,0,0
40208,123,4,UDP,0.31,2,180,90.0,6.45,0,0,0,0,0
53725,1900,4,UDP,3.002,4,848,212.0,1.33,0,0,0,0,0
53727,1900,4,UDP,3.002,4,848,212.0,1.33,0,0,0,0,0
64692,1900,4,UDP,3.109,4,848,212.0,1.29,0,0,0,0,0
546,547,6,UDP,0.001,1,110,110.0,1000.0,0,0,0,0,0
0,0,6,OTHER,0.001,1,62,62.0,1000.0,0,0,0,0,0
0,0,6,OTHER,10.609,5,478,95.6,0.47,0,0,0,0,0
60240,123,4,UDP,0.057,2,180,90.0,34.88,0,0,0,0,0
34170,123,4,UDP,0.105,2,180,90.0,19.11,0,0,0,0,0
42500,123,4,UDP,0.134,2,180,90.0,14.94,0,0,0,0,0
49615,123,4,UDP,0.15,2,180,90.0,13.32,0,0,0,0,0
55621,123,4,UDP,0.137,2,180,90.0,14.64,0,0,0,0,0
53997,123,4,UDP,0.227,2,180,90.0,8.8,0,0,0,0,0
54699,123,4,UDP,0.105,2,180,90.0,19.12,0,0,0,0,0
47808,123,4,UDP,0.187,2,180,90.0,10.71,0,0,0,0,0
46306,123,4,UDP,0.147,2,180,90.0,13.57,0,0,0,0,0
34446,123,4,UDP,0.108,2,180,90.0,18.47,0,0,0,0,0
48406,123,4,UDP,0.138,2,180,90.0,14.48,0,0,0,0,0
55650,123,4,UDP,0.086,2,180,90.0,23.38,0,0,0,0,0
33437,123,4,UDP,0.142,2,180,90.0,14.06,0,0,0,0,0
37627,123,4,UDP,0.169,2,180,90.0,11.86,0,0,0,0,0
0,0,6,OTHER,12.486,6,780,130.0,0.48,0,0,0,0,0
0,0,4,OTHER,12.486,5,314,62.8,0.4,0,0,0,0,0
0,0,4,OTHER,10.904,3,162,54.0,0.28,0,0,0,0,0
63604,22,4,TCP,9.167,251,27963,111.41,27.38,2,250,0,1,0
0,0,4,OTHER,5.931,2,120,60.0,0.34,0,0,0,0,0
0,0,6,OTHER,8.598,5,510,102.0,0.58,0,0,0,0,0
0,0,6,OTHER,7.351,2,220,110.0,0.27,0,0,0,0,0
49666,1900,4,UDP,3.059,4,848,212.0,1.31,0,0,0,0,0
546,547,6,UDP,0.001,1,110,110.0,1000.0,0,0,0,0,0
47860,80,4,TCP,0.441,3,202,67.33,6.8,2,1,0,1,0
80,39232,4,TCP,0.745,8,696,87.0,10.73,1,7,1,2,0
80,40826,4,TCP,0.0,2,128,64.0,5928.34,1,1,0,1,0
36780,123,4,UDP,0.08,2,180,90.0,24.96,0,0,0,0,0
57706,123,4,UDP,0.143,2,180,90.0,14.02,0,0,0,0,0
54615,123,4,UDP,0.328,2,180,90.0,6.11,0,0,0,0,0
60903,123,4,UDP,0.263,2,180,90.0,7.6,0,0,0,0,0
23921,22,4,TCP,60.291,2956,294847,99.75,49.03,2,2955,0,1,0
52337,123,4,UDP,0.258,2,180,90.0,7.76,0,0,0,0,0
0,0,4,OTHER,65.928,12,720,60.0,0.18,0,0,0,0,0
0,0,6,OTHER,65.929,28,2760,98.57,0.42,0,0,0,0,0
0,0,6,OTHER,67.727,18,1980,110.0,0.27,0,0,0,0,0
0,0,4,OTHER,66.964,12,648,54.0,0.18,0,0,0,0,0
0,0,4,OTHER,66.98,27,1644,60.89,0.4,0,0,0,0,0
0,0,6,OTHER,66.48,24,3120,130.0,0.36,0,0,0,0,0
49764,1900,4,UDP,0.001,1,136,136.0,1000.0,0,0,0,0,0
546,547,6,UDP,0.001,1,110,110.0,1000.0,0,0,0,0,0
137,137,4,UDP,4.081,4,368,92.0,0.98,0,0,0,0,0
63208,1900,4,UDP,3.07,4,848,212.0,1.3,0,0,0,0,0
138,138,4,UDP,0.001,1,225,225.0,1000.0,0,0,0,0,0
55144,123,4,UDP,0.074,2,180,90.0,27.2,0,0,0,0,0
50899,123,4,UDP,0.124,2,180,90.0,16.15,0,0,0,0,0
37491,123,4,UDP,0.189,2,180,90.0,10.6,0,0,0,0,0
54650,123,4,UDP,0.072,2,180,90.0,27.9,0,0,0,0,0
57084,123,4,UDP,0.126,2,180,90.0,15.9,0,0,0,0,0
38499,123,4,UDP,0.109,2,180,90.0,18.4,0,0,0,0,0
51999,123,4,UDP,0.12,2,180,90.0,16.73,0,0,0,0,0
40301,123,4,UDP,0.106,2,180,90.0,18.86,0,0,0,0,0
62339,1900,4,UDP,3.004,4,848,212.0,1.33,0,0,0,0,0
62341,1900,4,UDP,3.004,4,848,212.0,1.33,0,0,0,0,0
47933,123,4,UDP,0.142,2,180,90.0,14.07,0,0,0,0,0
56453,123,4,UDP,0.051,2,180,90.0,39.23,0,0,0,0,0
37057,123,4,UDP,0.095,2,180,90.0,21.13,0,0,0,0,0
41966,123,4,UDP,0.119,2,180,90.0,16.78,0,0,0,0,0
46792,123,4,UDP,0.103,2,180,90.0,19.4,0,0,0,0,0
0,0,4,OTHER,84.151,4,240,60.0,0.05,0,0,0,0,1
0,0,6,OTHER,88.248,10,1020,102.0,0.11,0,0,0,0,1
0,0,4,OTHER,84.478,9,558,62.0,0.11,0,0,0,0,1
0,0,6,OTHER,84.978,10,1260,126.0,0.12,0,0,0,0,1
0,0,4,OTHER,83.768,6,324,54.0,0.07,0,0,0,0,1
0,0,6,OTHER,83.264,5,550,110.0,0.06,0,0,0,0,1
143,13284,4,TCP,0.039,2,120,60.0,51.76,1,1,0,1,1
3306,13285,4,TCP,0.003,2,120,60.0,630.11,1,1,0,1,1
587,13286,4,TCP,0.001,2,120,60.0,2142.14,1,1,0,1,1
110,13287,4,TCP,0.001,2,120,60.0,2034.59,1,1,0,1,1
1723,13288,4,TCP,0.001,2,120,60.0,1428.82,1,1,0,1,1
1025,13289,4,TCP,0.001,2,120,60.0,1513.37,1,1,0,1,1
21,13290,4,TCP,0.001,2,120,60.0,1555.46,1,1,0,1,1
445,13291,4,TCP,0.001,2,120,60.0,1587.85,1,1,0,1,1
113,13292,4,TCP,0.001,2,120,60.0,1688.87,1,1,0,1,1
80,13293,4,TCP,0.001,2,120,60.0,1755.67,1,1,0,1,1
5900,13294,4,TCP,0.001,2,120,60.0,1676.05,1,1,0,1,1
443,13295,4,TCP,0.001,2,120,60.0,1722.15,1,1,0,1,1
1720,13296,4,TCP,0.001,2,120,60.0,1938.22,1,1,0,1,1
199,13297,4,TCP,0.008,2,120,60.0,235.94,1,1,0,1,1
25,13298,4,TCP,0.009,2,120,60.0,234.2,1,1,0,1,1
135,13299,4,TCP,0.009,2,120,60.0,233.33,1,1,0,1,1
53,13300,4,TCP,0.009,2,120,60.0,233.11,1,1,0,1,1
3389,13301,4,TCP,0.009,2,120,60.0,232.93,1,1,0,1,1
8080,13302,4,TCP,0.009,2,120,60.0,232.58,1,1,0,1,1
256,13303,4,TCP,0.001,2,120,60.0,1411.99,1,1,0,1,1
993,13304,4,TCP,0.002,2,120,60.0,1331.74,1,1,0,1,1
22,13305,4,TCP,0.017,4,252,63.0,233.23,2,3,0,1,1
139,13306,4,TCP,0.005,2,120,60.0,406.27,1,1,0,1,1
995,13307,4,TCP,0.005,2,120,60.0,398.96,1,1,0,1,1
