src_port,dst_port,ip_version,protocol,duration,packet_count,total_bytes,avg_packet_size,packets_per_sec,syn_count,ack_count,fin_count,rst_count,label
53,52946,4,UDP,0.018,2,234,117.0,113.77,0,0,0,0,0
53,47917,4,UDP,0.018,2,296,148.0,110.68,0,0,0,0,0
53,37849,4,UDP,0.019,2,296,148.0,104.66,0,0,0,0,0
53,43889,4,UDP,0.061,2,214,107.0,33.01,0,0,0,0,0
53,37590,4,UDP,0.004,2,292,146.0,505.34,0,0,0,0,0
443,52540,4,UDP,3.585,14,12021,858.64,3.9,0,0,0,0,0
443,43576,6,UDP,21.097,8,10352,1294.0,0.38,0,0,0,0,0
42348,443,4,TCP,10.363,24,7998,333.25,2.32,2,21,2,2,0
44634,443,4,TCP,6.173,22,8422,382.82,3.56,2,21,2,0,0
42954,443,4,TCP,186.322,30,5992,199.73,0.16,2,27,3,2,0
42350,443,4,TCP,157.278,49,18637,380.35,0.31,2,45,2,3,0
44644,443,4,TCP,20.458,46,11514,250.3,2.25,2,45,2,0,0
42956,443,4,TCP,17.285,10,2674,267.4,0.58,2,9,1,0,0
51032,443,4,TCP,17.675,16,5100,318.75,0.91,2,13,1,2,0
443,55264,6,TCP,19.11,6,564,94.0,0.31,6,0,0,0,0
42146,443,6,TCP,11.518,4,376,94.0,0.35,4,0,0,0,0
48564,443,4,TCP,7.311,11,3455,314.09,1.5,0,11,2,0,0
53,45786,4,UDP,0.001,1,98,98.0,1000.0,0,0,0,0,0
53,44220,4,UDP,0.001,1,98,98.0,1000.0,0,0,0,0,0
53,38236,4,UDP,0.001,1,98,98.0,1000.0,0,0,0,0,0
57218,443,4,TCP,206.928,71,23965,337.54,0.34,1,70,3,0,0
42200,443,4,TCP,233.379,53,15221,287.19,0.23,1,53,2,0,0
36010,443,4,TCP,209.195,72,16420,228.06,0.34,1,72,2,0,0
56936,443,6,TCP,11.827,8,752,94.0,0.68,8,0,0,0,0
59982,443,4,TCP,18.688,24,4188,174.5,1.28,1,23,2,0,0
57280,443,4,TCP,21.102,21,5490,261.43,1.0,1,19,1,1,0
41764,443,4,TCP,10.612,4,1744,436.0,0.38,1,4,0,0,0
33872,443,4,TCP,131.181,30,5128,170.93,0.23,2,27,2,3,0
443,51316,6,TCP,0.001,1,94,94.0,1000.0,1,0,0,0,0
42362,443,4,TCP,9.633,21,3183,151.57,2.18,2,20,1,1,0
44650,443,4,TCP,8.479,19,6812,358.53,2.24,2,18,2,0,0
443,35634,4,TCP,232.419,25,2985,119.4,0.11,2,24,2,0,0
33242,443,6,TCP,67.099,8,752,94.0,0.12,8,0,0,0,0
53,46454,4,UDP,0.001,1,88,88.0,1000.0,0,0,0,0,0
45938,443,4,TCP,191.749,39,10444,267.79,0.2,1,36,2,3,0
42958,443,4,TCP,16.76,22,6861,311.86,1.31,0,19,2,3,0
443,55160,6,TCP,10.364,7,658,94.0,0.68,7,0,0,0,0
53,40479,4,UDP,0.001,1,108,108.0,1000.0,0,0,0,0,0
443,41192,4,TCP,183.898,29,5878,202.69,0.16,1,29,2,0,0
53,47004,4,UDP,0.001,1,120,120.0,1000.0,0,0,0,0,0
443,45358,6,TCP,66.654,7,658,94.0,0.11,7,0,0,0,0
53,56035,4,UDP,0.001,1,149,149.0,1000.0,0,0,0,0,0
51038,443,4,TCP,16.737,16,5944,371.5,0.96,1,16,2,0,0
43952,443,4,TCP,8.518,21,8052,383.43,2.47,2,20,1,0,0
443,60300,4,TCP,181.435,36,10876,302.11,0.2,2,35,6,0,0
53,46884,4,UDP,0.001,1,92,92.0,1000.0,0,0,0,0,0
53,40403,4,UDP,0.001,1,92,92.0,1000.0,0,0,0,0,0
53,42126,4,UDP,0.001,1,100,100.0,1000.0,0,0,0,0,0
53,56883,4,UDP,0.001,1,138,138.0,1000.0,0,0,0,0,0
53,59911,4,UDP,0.001,1,138,138.0,1000.0,0,0,0,0,0
443,56546,4,TCP,49.544,26,6439,247.65,0.52,2,24,2,1,0
443,60676,4,TCP,91.854,35,9202,262.91,0.38,1,31,2,3,0
443,56764,4,TCP,230.545,55,16944,308.07,0.24,1,54,2,0,0
42286,443,4,TCP,2.769,12,4486,373.83,4.33,1,11,1,0,0
443,35716,4,TCP,120.485,33,5508,166.91,0.27,1,30,2,3,0
37318,443,4,TCP,0.837,2,140,70.0,2.39,1,1,1,0,0
37304,443,4,TCP,2.722,8,3850,481.25,2.94,2,7,0,0,0
52766,443,4,TCP,11.514,13,6033,464.08,1.13,2,12,1,0,0
50580,443,4,TCP,18.989,19,5501,289.53,1.0,2,18,2,0,0
43964,443,4,TCP,12.558,16,6986,436.62,1.27,1,15,0,1,0
46950,443,4,TCP,19.667,28,8189,292.46,1.42,2,23,2,4,0
36836,443,4,TCP,229.558,72,9133,126.85,0.31,2,69,2,2,0
443,57624,4,TCP,14.738,22,5392,245.09,1.49,2,21,2,0,0
49042,443,4,TCP,7.819,10,5444,544.4,1.28,1,10,2,0,0
443,39590,4,TCP,3.483,10,3000,300.0,2.87,2,9,2,0,0
53106,443,4,TCP,7.659,17,7045,414.41,2.22,1,17,2,0,0
42894,443,6,TCP,5.695,4,376,94.0,0.7,4,0,0,0,0
443,54906,4,TCP,4.066,12,6999,583.25,2.95,0,12,2,0,0
443,60528,4,TCP,229.396,82,17053,207.96,0.36,2,81,2,0,0
57080,443,4,TCP,189.662,43,11132,258.88,0.23,1,43,2,0,0
443,48474,4,TCP,18.06,23,8306,361.13,1.27,1,22,1,0,0
443,55688,4,TCP,0.506,8,4092,511.5,15.81,0,8,0,0,0
36372,443,4,TCP,8.009,13,6459,496.85,1.62,0,13,2,0,0
0,0,4,OTHER,89.44,2,2508,1254.0,0.02,0,0,0,0,0
42290,443,4,TCP,1.718,13,6067,466.69,7.57,2,12,1,0,0
53,49394,4,UDP,0.003,2,192,96.0,702.45,0,0,0,0,0
53,33921,4,UDP,0.003,2,254,127.0,764.2,0,0,0,0,0
53,43078,4,UDP,0.112,2,284,142.0,17.84,0,0,0,0,0
53,55707,4,UDP,0.073,2,314,157.0,27.56,0,0,0,0,0
53,59787,4,UDP,0.004,2,338,169.0,451.29,0,0,0,0,0
53,53998,4,UDP,0.057,2,260,130.0,35.26,0,0,0,0,0
443,54912,4,TCP,14.615,26,10603,407.81,1.78,2,25,2,0,0
443,56550,4,TCP,14.614,32,11974,374.19,2.19,2,29,2,2,0
443,60686,4,TCP,14.591,27,8990,332.96,1.85,2,24,2,2,0
443,56766,4,TCP,14.492,27,11240,416.3,1.86,2,26,1,0,0
42298,443,4,TCP,9.075,15,6274,418.27,1.65,2,13,1,1,0
49834,123,4,UDP,0.03,2,180,90.0,66.07,0,0,0,0,0
53,44473,4,UDP,0.004,2,208,104.0,538.11,0,0,0,0,0
53,37311,4,UDP,0.1,2,273,136.5,20.07,0,0,0,0,0
443,39592,4,TCP,18.49,14,6252,446.57,0.76,2,12,0,1,0
443,51910,6,TCP,10.843,6,564,94.0,0.55,6,0,0,0,0
36234,443,4,UDP,11.699,15,11876,791.73,1.28,0,0,0,0,0
54355,123,4,UDP,0.076,2,180,90.0,26.45,0,0,0,0,0
53,39234,4,UDP,0.161,2,198,99.0,12.46,0,0,0,0,0
53,36472,4,UDP,0.209,2,242,121.0,9.58,0,0,0,0,0
53,45388,4,UDP,0.209,2,242,121.0,9.58,0,0,0,0,0
53,44667,4,UDP,0.055,2,236,118.0,36.65,0,0,0,0,0
53,51224,4,UDP,0.053,2,254,127.0,37.9,0,0,0,0,0
53,33431,4,UDP,0.113,2,215,107.5,17.67,0,0,0,0,0
53,59275,4,UDP,0.066,2,251,125.5,30.53,0,0,0,0,0
53,59723,4,UDP,0.001,1,86,86.0,1000.0,0,0,0,0,0
53,51131,4,UDP,0.001,1,97,97.0,1000.0,0,0,0,0,0
123,49829,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
42310,443,4,TCP,5.936,11,4096,372.36,1.85,1,9,1,1,0
443,38438,6,TCP,6.725,5,470,94.0,0.74,5,0,0,0,0
37038,443,6,TCP,6.586,5,470,94.0,0.76,5,0,0,0,0
443,34352,4,TCP,28.205,55,25142,457.13,1.95,2,54,1,0,0
443,50448,6,TCP,6.566,5,470,94.0,0.76,5,0,0,0,0
123,34276,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
53,35722,4,UDP,0.269,2,306,153.0,7.42,0,0,0,0,0
53,56111,4,UDP,0.322,2,302,151.0,6.21,0,0,0,0,0
53,33405,4,UDP,0.16,2,329,164.5,12.48,0,0,0,0,0
53,41025,4,UDP,0.132,2,270,135.0,15.18,0,0,0,0,0
47310,443,4,UDP,18.055,16,5418,338.62,0.89,0,0,0,0,0
53,45588,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,42376,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,48294,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,59425,4,UDP,0.098,2,331,165.5,20.38,0,0,0,0,0
53,53176,4,UDP,0.001,1,82,82.0,1000.0,0,0,0,0,0
53,47674,4,UDP,0.001,1,82,82.0,1000.0,0,0,0,0,0
53,47958,4,UDP,0.001,1,94,94.0,1000.0,0,0,0,0,0
60776,443,4,TCP,15.504,22,5821,264.59,1.42,0,20,1,2,0
443,37510,4,TCP,25.405,54,15420,285.56,2.13,3,49,2,3,0
57052,443,4,TCP,12.376,41,18507,451.39,3.31,1,41,2,0,0
44601,443,4,UDP,12.986,19,5591,294.26,1.46,0,0,0,0,0
55054,443,4,TCP,218.643,746,274387,367.81,3.41,0,746,2,0,0
443,36034,4,TCP,178.94,30,4212,140.4,0.17,0,30,2,0,0
53,52273,4,UDP,0.001,1,86,86.0,1000.0,0,0,0,0,0
53,33975,4,UDP,0.001,1,86,86.0,1000.0,0,0,0,0,0
49256,443,4,TCP,6.631,19,6018,316.74,2.87,3,16,2,1,0
53,41428,4,UDP,0.001,1,203,203.0,1000.0,0,0,0,0,0
53,60587,4,UDP,0.001,1,94,94.0,1000.0,0,0,0,0,0
53,39720,4,UDP,0.001,1,94,94.0,1000.0,0,0,0,0,0
443,59738,4,TCP,201.773,385,294280,764.36,1.91,1,385,2,0,0
443,34060,6,TCP,3.232,5,470,94.0,1.55,5,0,0,0,0
443,37528,4,TCP,6.045,18,6118,339.89,2.98,2,17,2,0,0
57066,443,4,TCP,6.285,27,8686,321.7,4.3,1,26,2,0,0
443,37520,4,TCP,6.119,15,5833,388.87,2.45,1,14,1,1,0
42856,443,4,TCP,177.029,36,10099,280.53,0.2,0,36,2,0,0
53,47103,4,UDP,0.048,2,186,93.0,42.09,0,0,0,0,0
53,39928,4,UDP,0.106,2,263,131.5,18.81,0,0,0,0,0
53,35777,4,UDP,0.062,2,263,131.5,32.2,0,0,0,0,0
53,46318,4,UDP,0.077,2,252,126.0,25.96,0,0,0,0,0
53,50375,4,UDP,0.078,2,305,152.5,25.72,0,0,0,0,0
53,59088,4,UDP,0.079,2,305,152.5,25.2,0,0,0,0,0
53,48899,4,UDP,0.003,2,194,97.0,723.65,0,0,0,0,0
443,42536,4,TCP,9.727,71,15416,217.13,7.3,2,70,2,0,0
443,42548,4,TCP,4.96,25,9997,399.88,5.04,2,24,2,0,0
42120,443,4,TCP,216.526,52,14314,275.27,0.24,2,51,2,0,0
51930,443,4,TCP,116.011,48,14024,292.17,0.41,2,45,2,2,0
443,60512,6,TCP,7.524,6,564,94.0,0.8,6,0,0,0,0
53,34576,4,UDP,0.099,2,298,149.0,20.3,0,0,0,0,0
443,56442,4,TCP,172.109,47,12231,260.23,0.27,2,46,2,0,0
42858,443,4,TCP,5.641,18,7478,415.44,3.19,2,15,2,2,0
443,42552,4,TCP,0.773,6,412,68.67,7.76,2,5,2,0,0
443,45604,6,TCP,2.859,3,282,94.0,1.05,3,0,0,0,0
55507,123,4,UDP,0.163,2,180,90.0,12.24,0,0,0,0,0
57878,443,4,TCP,4.817,19,6803,358.05,3.94,2,17,2,1,0
443,42568,4,TCP,0.702,6,412,68.67,8.55,2,5,2,0,0
32770,443,6,TCP,5.834,5,470,94.0,0.86,5,0,0,0,0
53428,443,4,TCP,39.309,35,11624,332.11,0.89,2,32,2,2,0
53436,443,4,TCP,38.319,21,6360,302.86,0.55,2,18,2,2,0
44246,443,4,TCP,18.195,9,818,90.89,0.49,2,8,2,0,0
443,42572,4,TCP,0.348,3,202,67.33,8.62,2,1,0,1,0
443,42574,4,TCP,0.33,3,202,67.33,9.09,2,1,0,1,0
42122,443,4,TCP,4.998,15,4203,280.2,3.0,2,14,1,0,0
443,37512,4,TCP,4.228,10,1843,184.3,2.37,0,9,3,1,0
51934,443,4,TCP,5.076,8,4004,500.5,1.58,2,7,0,0,0
55200,443,4,TCP,3.994,13,5821,447.77,3.25,2,12,1,0,0
45372,443,4,TCP,213.054,71,19659,276.89,0.33,2,68,2,2,0
50660,443,4,TCP,174.485,35,10694,305.54,0.2,2,30,2,4,0
57880,443,4,TCP,4.038,22,8930,405.91,5.45,2,20,1,1,0
53,47203,4,UDP,0.396,2,212,106.0,5.04,0,0,0,0,0
53,34159,4,UDP,0.171,2,224,112.0,11.71,0,0,0,0,0
53,54159,4,UDP,0.001,1,91,91.0,1000.0,0,0,0,0,0
53,48884,4,UDP,0.001,1,91,91.0,1000.0,0,0,0,0,0
53,47794,4,UDP,0.107,2,321,160.5,18.75,0,0,0,0,0
53,34960,4,UDP,0.16,2,208,104.0,12.5,0,0,0,0,0
53,52866,4,UDP,0.001,1,96,96.0,1000.0,0,0,0,0,0
53,49113,4,UDP,0.001,1,96,96.0,1000.0,0,0,0,0,0
53,49968,4,UDP,0.283,2,251,125.5,7.07,0,0,0,0,0
53,43364,4,UDP,0.001,1,108,108.0,1000.0,0,0,0,0,0
53,42673,4,UDP,0.001,1,153,153.0,1000.0,0,0,0,0,0
53,46516,4,UDP,0.001,1,153,153.0,1000.0,0,0,0,0,0
53,56368,4,UDP,0.001,1,100,100.0,1000.0,0,0,0,0,0
443,58654,4,TCP,211.284,40,9714,242.85,0.19,2,39,2,0,0
53452,443,4,TCP,2.209,8,2768,346.0,3.62,2,7,0,0,0
49790,443,4,TCP,2.765,18,5241,291.17,6.51,2,17,1,0,0
36612,443,4,TCP,2.528,11,4076,370.55,4.35,2,8,2,2,0
443,40660,4,TCP,0.256,3,202,67.33,11.71,2,1,0,1,0
47358,443,4,TCP,6.139,19,6821,359.0,3.09,3,18,2,0,0
41052,443,4,TCP,3.239,17,3877,228.06,5.25,2,16,2,0,0
41066,443,4,TCP,4.061,16,3383,211.44,3.94,2,15,2,0,0
53444,443,4,TCP,2.518,9,5490,610.0,3.57,1,9,0,0,0
43258,443,4,TCP,210.087,66,29722,450.33,0.31,1,66,2,0,0
54038,443,4,TCP,8.867,10,4061,406.1,1.13,2,10,2,0,0
41078,443,4,TCP,5.482,13,6025,463.46,2.37,2,12,0,0,0
33698,443,4,TCP,4.187,13,5753,442.54,3.1,2,11,0,1,0
33702,443,4,TCP,3.916,10,2763,276.3,2.55,2,8,1,1,0
47370,443,4,TCP,7.821,14,5285,377.5,1.79,2,13,1,0,0
44262,443,4,TCP,3.504,7,3961,565.86,2.0,1,7,1,0,0
47384,443,4,TCP,110.133,51,7591,148.84,0.46,2,50,2,0,0
443,56193,6,UDP,29.837,8,10352,1294.0,0.27,0,0,0,0,0
37488,443,4,UDP,35.758,21,12168,579.43,0.59,0,0,0,0,0
56893,443,4,UDP,1.807,9,9016,1001.78,4.98,0,0,0,0,0
443,56756,4,UDP,90.527,72,24188,335.94,0.8,0,0,0,0,0
41082,443,4,TCP,5.34,15,3364,224.27,2.81,1,14,2,0,0
41096,443,4,TCP,5.453,10,2894,289.4,1.83,1,9,1,0,0
443,45526,6,TCP,4.931,4,376,94.0,0.81,4,0,0,0,0
33718,443,4,TCP,4.148,15,4489,299.27,3.62,1,11,1,4,0
34408,443,4,TCP,210.804,534,445052,833.43,2.53,1,533,2,0,0
443,49152,6,TCP,4.849,4,376,94.0,0.82,4,0,0,0,0
443,49154,6,TCP,4.849,4,376,94.0,0.82,4,0,0,0,0
443,56108,6,TCP,4.836,4,376,94.0,0.83,4,0,0,0,0
443,38744,4,TCP,13.964,21,3416,162.67,1.5,2,18,2,2,0
53,37151,4,UDP,0.498,2,292,146.0,4.01,0,0,0,0,0
53,59941,4,UDP,0.424,2,309,154.5,4.72,0,0,0,0,0
53,43380,4,UDP,0.425,2,309,154.5,4.71,0,0,0,0,0
34292,443,6,TCP,2.997,4,376,94.0,1.33,4,0,0,0,0
53,33093,4,UDP,0.231,2,180,90.0,8.66,0,0,0,0,0
53,53703,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
53,59633,4,UDP,0.128,2,285,142.5,15.6,0,0,0,0,0
53,46828,4,UDP,0.001,1,83,83.0,1000.0,0,0,0,0,0
53,45375,4,UDP,0.001,1,83,83.0,1000.0,0,0,0,0,0
53,51180,4,UDP,0.001,1,102,102.0,1000.0,0,0,0,0,0
53,57583,4,UDP,0.001,1,160,160.0,1000.0,0,0,0,0,0
53,48576,4,UDP,0.001,1,103,103.0,1000.0,0,0,0,0,0
53,49868,4,UDP,0.002,2,354,177.0,1278.56,0,0,0,0,0
53,33127,4,UDP,0.228,2,188,94.0,8.79,0,0,0,0,0
53,41480,4,UDP,0.229,2,250,125.0,8.75,0,0,0,0,0
53,34879,4,UDP,0.001,1,167,167.0,1000.0,0,0,0,0,0
53,52442,4,UDP,0.001,1,211,211.0,1000.0,0,0,0,0,0
53,40067,4,UDP,0.001,1,167,167.0,1000.0,0,0,0,0,0
443,40596,4,TCP,208.465,271,153687,567.11,1.3,2,270,2,0,0
53,51303,4,UDP,0.246,2,255,127.5,8.14,0,0,0,0,0
53,55101,4,UDP,0.289,2,304,152.0,6.91,0,0,0,0,0
53,51467,4,UDP,0.087,2,307,153.5,23.11,0,0,0,0,0
53,35145,4,UDP,0.164,2,251,125.5,12.17,0,0,0,0,0
53,45732,4,UDP,0.164,2,251,125.5,12.2,0,0,0,0,0
34416,443,4,TCP,4.83,10,1669,166.9,2.07,2,9,1,0,0
53,54833,4,UDP,0.14,2,206,103.0,14.27,0,0,0,0,0
53,33822,4,UDP,0.083,2,272,136.0,24.01,0,0,0,0,0
53,56298,4,UDP,0.153,2,261,130.5,13.11,0,0,0,0,0
53,42482,4,UDP,0.182,2,283,141.5,10.97,0,0,0,0,0
53,41644,4,UDP,0.183,2,301,150.5,10.94,0,0,0,0,0
53,53521,4,UDP,0.101,2,241,120.5,19.82,0,0,0,0,0
53,60015,4,UDP,0.059,2,190,95.0,33.73,0,0,0,0,0
443,58164,4,TCP,1.827,10,3790,379.0,5.47,2,9,0,0,0
53,59158,4,UDP,0.11,2,200,100.0,18.12,0,0,0,0,0
443,58168,4,TCP,208.351,104,53234,511.87,0.5,2,103,2,0,0
443,34752,4,TCP,100.219,26,4054,155.92,0.26,2,25,2,0,0
443,38748,4,TCP,2.581,9,886,98.44,3.49,2,8,1,0,0
53,35423,4,UDP,0.001,1,100,100.0,1000.0,0,0,0,0,0
53,44285,4,UDP,0.001,1,178,178.0,1000.0,0,0,0,0,0
53,48419,4,UDP,0.001,1,81,81.0,1000.0,0,0,0,0,0
53,41466,4,UDP,0.001,1,81,81.0,1000.0,0,0,0,0,0
443,60428,4,TCP,174.449,25,10201,408.04,0.14,0,25,2,0,0
443,35724,4,TCP,82.988,28,6789,242.46,0.34,0,25,2,3,0
33356,443,4,TCP,9.481,27,9051,335.22,2.85,2,25,1,2,0
443,35740,4,TCP,6.11,17,4906,288.59,2.78,0,15,1,2,0
443,49168,6,TCP,0.001,1,94,94.0,1000.0,1,0,0,0,0
443,49170,6,TCP,0.001,1,94,94.0,1000.0,1,0,0,0,0
443,41134,4,TCP,5.159,12,5672,472.67,2.33,2,11,1,0,0
443,41146,4,TCP,4.944,12,6666,555.5,2.43,1,10,0,1,0
443,35752,4,TCP,4.419,11,3656,332.36,2.49,2,10,0,0,0
443,49622,4,TCP,48.028,27,7310,270.74,0.56,2,26,1,0,0
33358,443,4,TCP,4.945,9,2173,241.44,1.82,2,7,0,1,0
36428,443,4,TCP,130.891,42,8561,203.83,0.32,3,38,2,3,0
48292,443,4,TCP,206.411,52,14280,274.62,0.25,2,51,2,0,0
443,44730,4,TCP,205.258,39,8970,230.0,0.19,1,38,2,0,0
53,59383,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,53329,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,45420,4,UDP,0.001,1,84,84.0,1000.0,0,0,0,0,0
53,47804,4,UDP,0.001,1,83,83.0,1000.0,0,0,0,0,0
53,33628,4,UDP,0.001,1,83,83.0,1000.0,0,0,0,0,0
53,45554,4,UDP,0.001,1,130,130.0,1000.0,0,0,0,0,0
53,53468,4,UDP,0.001,1,154,154.0,1000.0,0,0,0,0,0
53,58221,4,UDP,0.001,1,216,216.0,1000.0,0,0,0,0,0
53,39061,4,UDP,0.001,1,216,216.0,1000.0,0,0,0,0,0
53,60221,4,UDP,0.001,1,170,170.0,1000.0,0,0,0,0,0
47280,443,4,TCP,0.709,6,2575,429.17,8.46,0,6,0,0,0
42284,443,4,TCP,3.102,13,4264,328.0,4.19,1,13,1,0,0
53,46486,4,UDP,0.001,1,208,208.0,1000.0,0,0,0,0,0
53,38051,4,UDP,0.001,1,208,208.0,1000.0,0,0,0,0,0
53,53659,4,UDP,0.001,1,86,86.0,1000.0,0,0,0,0,0
53,59569,4,UDP,0.001,1,166,166.0,1000.0,0,0,0,0,0
53,60817,4,UDP,0.154,2,220,110.0,12.96,0,0,0,0,0
53,60085,4,UDP,0.138,2,256,128.0,14.5,0,0,0,0,0
53,45879,4,UDP,0.116,2,256,128.0,17.28,0,0,0,0,0
53,43619,4,UDP,0.001,1,102,102.0,1000.0,0,0,0,0,0
53,49466,4,UDP,0.047,2,204,102.0,42.34,0,0,0,0,0
443,50030,4,TCP,45.804,26,4167,160.27,0.57,1,23,2,3,0
36294,443,4,TCP,203.77,38,6291,165.55,0.19,0,38,2,0,0
47504,443,4,TCP,181.618,32,5803,181.34,0.18,0,32,2,0,0
443,41150,4,TCP,6.499,20,8742,437.1,3.08,2,18,1,1,0
42288,443,4,TCP,8.353,16,3312,207.0,1.92,1,16,2,0,0
443,44744,4,TCP,8.344,17,3165,186.18,2.04,1,16,1,0,0
53,35099,4,UDP,0.096,2,188,94.0,20.77,0,0,0,0,0
53,57649,4,UDP,0.097,2,246,123.0,20.71,0,0,0,0,0
53,48836,4,UDP,0.001,1,96,96.0,1000.0,0,0,0,0,0
53,34528,4,UDP,0.001,1,167,167.0,1000.0,0,0,0,0,0
53,35064,4,UDP,0.001,1,183,183.0,1000.0,0,0,0,0,0
53,40892,4,UDP,0.001,1,219,219.0,1000.0,0,0,0,0,0
53,52004,4,UDP,0.001,1,219,219.0,1000.0,0,0,0,0,0
53,55099,4,UDP,0.048,2,300,150.0,41.27,0,0,0,0,0
53,58692,4,UDP,0.001,1,94,94.0,1000.0,0,0,0,0,0
53,43555,4,UDP,0.001,1,87,87.0,1000.0,0,0,0,0,0
53,60436,4,UDP,0.001,1,94,94.0,1000.0,0,0,0,0,0
53,35741,4,UDP,0.001,1,177,177.0,1000.0,0,0,0,0,0
53,52846,4,UDP,0.001,1,89,89.0,1000.0,0,0,0,0,0
53,33184,4,UDP,0.001,1,88,88.0,1000.0,0,0,0,0,0
53,40966,4,UDP,0.001,1,117,117.0,1000.0,0,0,0,0,0
53,47000,4,UDP,0.001,1,134,134.0,1000.0,0,0,0,0,0
53,33770,4,UDP,0.001,1,175,175.0,1000.0,0,0,0,0,0
53,59983,4,UDP,0.001,1,87,87.0,1000.0,0,0,0,0,0
53,55001,4,UDP,0.001,1,175,175.0,1000.0,0,0,0,0,0
53,38438,4,UDP,0.001,1,87,87.0,1000.0,0,0,0,0,0
53,44217,4,UDP,0.456,2,240,120.0,4.38,0,0,0,0,0
53,32774,4,UDP,0.001,1,138,138.0,1000.0,0,0,0,0,0
443,44752,4,TCP,7.585,13,4527,348.23,1.71,0,13,2,0,0
443,49626,4,TCP,8.657,13,2889,222.23,1.5,1,9,2,3,0
53,40967,4,UDP,0.001,1,151,151.0,1000.0,0,0,0,0,0
36440,443,4,TCP,9.583,11,935,85.0,1.15,1,7,2,3,0
48304,443,4,TCP,7.462,10,3741,374.1,1.34,1,9,1,0,0
53,46218,4,UDP,0.001,1,102,102.0,1000.0,0,0,0,0,0
443,45908,4,TCP,185.816,44,9452,214.82,0.24,1,44,2,0,0
53,58739,4,UDP,0.001,1,168,168.0,1000.0,0,0,0,0,0
443,44768,4,TCP,7.307,17,4626,272.12,2.33,1,16,0,0,0
53,36822,4,UDP,0.001,1,169,169.0,1000.0,0,0,0,0,0
53,40309,4,UDP,0.001,1,235,235.0,1000.0,0,0,0,0,0
53,46181,4,UDP,0.001,1,168,168.0,1000.0,0,0,0,0,0
53,39269,4,UDP,0.001,1,168,168.0,1000.0,0,0,0,0,0
53,51150,4,UDP,0.001,1,150,150.0,1000.0,0,0,0,0,0
53,51323,4,UDP,0.001,1,118,118.0,1000.0,0,0,0,0,0
53,44469,4,UDP,0.001,1,183,183.0,1000.0,0,0,0,0,0
53,39586,4,UDP,0.001,1,183,183.0,1000.0,0,0,0,0,0
47510,443,4,TCP,7.277,16,1894,118.38,2.2,2,15,2,0,0
443,44780,4,TCP,7.266,14,1276,91.14,1.93,2,13,1,0,0
53,33037,4,UDP,0.001,1,90,90.0,1000.0,0,0,0,0,0
53,40260,4,UDP,0.001,1,148,148.0,1000.0,0,0,0,0,0
36306,443,4,TCP,5.734,11,3727,338.82,1.92,1,11,0,0,0
53,42409,4,UDP,0.116,2,254,127.0,17.23,0,0,0,0,0
53,36805,4,UDP,0.001,1,213,213.0,1000.0,0,0,0,0,0
53,57458,4,UDP,0.001,1,213,213.0,1000.0,0,0,0,0,0
443,50046,4,TCP,14.823,13,3059,235.31,0.88,1,12,0,2,0
53,42941,4,UDP,0.036,2,254,127.0,55.81,0,0,0,0,0
53,56988,4,UDP,0.001,1,91,91.0,1000.0,0,0,0,0,0
53,36307,4,UDP,0.036,2,302,151.0,55.3,0,0,0,0,0
53,57569,4,UDP,0.001,1,91,91.0,1000.0,0,0,0,0,0
53,41953,4,UDP,0.001,1,127,127.0,1000.0,0,0,0,0,0
53,35062,4,UDP,0.001,1,82,82.0,1000.0,0,0,0,0,0
53,55185,4,UDP,0.001,1,82,82.0,1000.0,0,0,0,0,0
53,45741,4,UDP,0.001,1,345,345.0,1000.0,0,0,0,0,0
53,47760,4,UDP,0.001,1,181,181.0,1000.0,0,0,0,0,0
53,36520,4,UDP,0.114,2,242,121.0,17.55,0,0,0,0,0
42308,443,4,TCP,7.964,17,2648,155.76,2.13,1,13,3,4,0
42296,443,4,TCP,1.591,5,1742,348.4,3.14,0,5,2,0,0
53,60772,4,UDP,0.001,1,243,243.0,1000.0,0,0,0,0,0
53,41105,4,UDP,0.001,1,95,95.0,1000.0,0,0,0,0,0
53,49958,4,UDP,0.001,1,217,217.0,1000.0,0,0,0,0,0
53,33000,4,UDP,0.001,1,243,243.0,1000.0,0,0,0,0,0
53,36259,4,UDP,0.001,1,95,95.0,1000.0,0,0,0,0,0
53,33800,4,UDP,0.004,2,250,125.0,514.26,0,0,0,0,0
53,45992,4,UDP,0.003,2,248,124.0,610.79,0,0,0,0,0
53,58591,4,UDP,0.219,2,300,150.0,9.12,0,0,0,0,0
53,41191,4,UDP,0.001,2,182,91.0,1978.91,0,0,0,0,0
53,42303,4,UDP,0.001,1,92,92.0,1000.0,0,0,0,0,0
443,44790,4,TCP,5.869,16,3080,192.5,2.73,1,10,4,5,0
443,44802,4,TCP,5.898,13,2414,185.69,2.2,0,10,2,3,0
